Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Acute effects of LSD on amygdala activity during processing of fearful stimuli in healthy subjects.,Mueller F; Lenz C; Dolder PC; Harder S; Schmid Y; Lang UE; Liechti ME; Borgwardt S,"Lysergic acid diethylamide (LSD) induces profound changes in various mental domains, including perception, self-awareness and emotions. We used functional magnetic resonance imaging (fMRI) to investigate the acute effects of LSD on the neural substrate of emotional processing in humans. Using a double-blind, randomised, cross-over study design, placebo or 100 μg LSD were orally administered to 20 healthy subjects before the fMRI scan, taking into account the subjective and pharmacological peak effects of LSD. The plasma levels of LSD were determined immediately before and after the scan. The study (including the a priori-defined study end point) was registered at ClinicalTrials.gov before study start (NCT02308969). The administration of LSD reduced reactivity of the left amygdala and the right medial prefrontal cortex relative to placebo during the presentation of fearful faces (P<0.05, family-wise error). Notably, there was a significant negative correlation between LSD-induced amygdala response to fearful stimuli and the LSD-induced subjective drug effects (P<0.05). These data suggest that acute administration of LSD modulates the engagement of brain regions that mediate emotional processing.",2017,Apr,Transl Psychiatry,7,4,e1084,ClinicalTrials.gov/NCT02308969,10.1038/tp.2017.54,28375205,#28576,Mueller 2017,"",Possible RCT
"Acute psychomotor, memory and subjective effects of MDMA and THC co-administration over time in healthy volunteers.",Dumont GJ; van Hasselt JG; de Kam M; van Gerven JM; Touw DJ; Buitelaar JK; Verkes RJ,"In Western societies a considerable percentage of young people expose themselves to the combination of 3,4-methylenedioxymethamphetamine (MDMA or 'ecstasy') and cannabis. The aim of the present study was to assess the acute effects of co-administration of MDMA and THC (the main psychoactive compound of cannabis) on pharmacokinetics, psychomotor performance, memory and subjective experience over time. We performed a four-way, double blind, randomized, crossover, placebo-controlled study in 16 healthy volunteers (12 male, four female) between the ages of 18 and 27. MDMA (100 mg) was given orally, THC (4, 6, and 6 mg, interval of 90 min) was vaporized and inhaled. THC induced more robust cognitive impairment compared with MDMA, and co-administration did not exacerbate single drug effects on cognitive function. However, co-administration of THC with MDMA increased desired subjective drug effects and drug strength compared with the MDMA condition, which may explain the widespread use of this combination.",2011,Apr,J Psychopharmacol,25,4,478-89,,10.1177/0269881110376687,20817749,#28586,Dumont 2011,"",Possible RCT
Acute psychomotor effects of MDMA and ethanol (co-) administration over time in healthy volunteers.,Dumont GJ; Schoemaker RC; Touw DJ; Sweep FC; Buitelaar JK; van Gerven JM; Verkes RJ,"In Western societies, a considerable percentage of young people use 3,4-methylenedioxymethamphetamine (MDMA or 'ecstasy'). The use of alcohol (ethanol) in combination with ecstasy is common. The aim of the present study was to assess the acute psychomotor and subjective effects of (co-) administration of MDMA and ethanol over time and in relation to the pharmacokinetics. We performed a four-way, double blind, randomized, crossover, placebo-controlled study in 16 healthy volunteers (nine men, seven women) between the ages of 18 and 29. MDMA (100 mg) was given orally while blood alcohol concentration was maintained at pseudo-steady state levels of approximately 0.6 per thousand for 3 h by a 10% intravenous ethanol clamp. MDMA significantly increased psychomotor speed but did not affect psychomotor accuracy and induced subjective arousal. Ethanol impaired both psychomotor speed and accuracy and induced sedation. Coadministration of ethanol and MDMA improved psychomotor speed but impaired psychomotor accuracy compared with placebo and reversed ethanol-induced sedation. Pharmacokinetics and pharmacodynamics showed maximal effects at 90-150 min after MDMA administration after which drug effects declined in spite of persisting MDMA plasma concentration, with the exception of ethanol-induced sedation, which manifested itself fully only after the infusion was stopped. In conclusion, results show that subjects were more aroused when intoxicated with both substances combined compared with placebo, but psychomotor accuracy was significantly impaired. These findings may have implications for general neuropsychological functioning as this may provide a sense of adequate performance that does not agree with a significant reduction in psychomotor accuracy.",2010,Feb,J Psychopharmacol,24,2,155-64,,10.1177/0269881108099214,19164498,#28611,Dumont 2010,"",Possible RCT
"Direct comparison of the acute subjective, emotional, autonomic, and endocrine effects of MDMA, methylphenidate, and modafinil in healthy subjects.",Dolder PC; Müller F; Schmid Y; Borgwardt SJ; Liechti ME,"RATIONALE: 3,4-Methylenedioxymethamphetamine (MDMA) is used recreationally and investigated as an adjunct to psychotherapy. Methylphenidate and modafinil are psychostimulants that are used to treat attention-deficit/hyperactivity disorder and narcolepsy, respectively, but they are also misused as cognitive enhancers. Little is known about differences in the acute effects of equally cardiostimulant doses of these stimulant-type substances compared directly within the same subjects. METHODS: We investigated the acute autonomic, subjective, endocrine, and emotional effects of single doses of MDMA (125 mg), methylphenidate (60 mg), modafinil (600 mg), and placebo in a double-blind, cross-over study in 24 healthy participants. Acute drug effects were tested using psychometric scales, the Facial Emotion Recognition Task (FERT), and the Sexual Arousal and Desire Inventory (SADI). RESULTS: All active drugs produced comparable hemodynamic and adverse effects. MDMA produced greater increases in pupil dilation, subjective good drug effects, drug liking, happiness, trust, well-being, and alterations in consciousness than methylphenidate or modafinil. Only MDMA reduced subjective anxiety and impaired fear recognition and led to misclassifications of emotions as happy on the FERT. On the SADI, only MDMA produced sexual arousal-like effects. Only MDMA produced marked increases in cortisol, prolactin, and oxytocin. In contrast to MDMA, methylphenidate increased subjective anxiety, and methylphenidate and modafinil increased misclassifications of emotions as angry on the FERT. Modafinil had no significant subjective drug effects but significant sympathomimetic and adverse effects. CONCLUSIONS: MDMA induced subjective, emotional, sexual, and endocrine effects that were clearly distinct from those of methylphenidate and modafinil at the doses used.",2018,Feb,Psychopharmacology (Berl),235,2,467-479,ClinicalTrials.gov/NCT01951508,10.1007/s00213-017-4650-5,28551715,#28636,Dolder 2018,"",Possible RCT
A controlled study of LSD treatment in alcoholism and neurosis.,Denson R; Sydiaha D,,1970,Apr,Br J Psychiatry,116,533,443-5,,10.1192/bjp.116.533.443,4392561,#28646,Denson 1970,"Brooke Sevchik (2026-05-28 01:45:49)(Select): ""No attempt was made to use a double or
single blind procedure""; ",""
"Contribution of cytochrome P450 2D6 to 3,4-methylenedioxymethamphetamine disposition in humans: use of paroxetine as a metabolic inhibitor probe.",Segura M; Farré M; Pichini S; Peiró AM; Roset PN; Ramírez A; Ortuño J; Pacifici R; Zuccaro P; Segura J; de la Torre R,"BACKGROUND: 3,4-Methylenedioxymethamphetamine (MDMA) is a synthetic amphetamine derivative typically used for recreational purposes. The participation of cytochrome P450 (CYP) 2D6 in the oxidative metabolism of MDMA may suggest an increased risk of acute toxicity in CYP2D6 poor metabolisers. This study was aimed at assessing the contribution of CYP2D6 to MDMA disposition in vivo using paroxetine as a metabolic probe inhibitor. Paroxetine, a CYP2D6 inhibitor, was repeatedly administered before MDMA administration. STUDY DESIGN: This was a randomised, double-blind, crossover, placebo-controlled trial conducted in seven healthy male volunteers who were CYP2D6 extensive metabolisers. Treatment conditions (paroxetine/MDMA and placebo/MDMA) were randomly assigned. Each volunteer participated in two 3-day sessions. On days 1, 2 and 3 subjects received a single oral dose of paroxetine or placebo 20 mg. On the third day, a single oral dose of MDMA 100 mg was administered in both paroxetine and placebo conditions. METHODS: Plasma concentration-time profiles and urinary recoveries of MDMA and its metabolites were measured, as well as plasma concentrations of paroxetine, (3S,4R)-4-(4-fluorophenyl)-3-(3,4-methylenedioxyphenoxymethyl)-piperidine, and (3S,4R)-4-(4-fluorophenyl)-3-(3-methoxy-4-hydroxyphenoxymethyl)-piperidine (HM-paroxetine). RESULTS: Paroxetine given before MDMA resulted in significant increases of MDMA area under the plasma concentration-time curve from 0 to 27 hours (AUC(27)) [23%], AUC from zero to infinity (AUC(infinity)) [27%] and maximum plasma concentration (C(max)) [17%], without significant differences in MDMA time to reach C(max) (t(max)). MDMA elimination-related pharmacokinetic parameters showed a significant reduction of MDMA elimination rate constant (K(e)) [-14%] and plasmatic clearance (CL(P)) [-29%]. In the case of 3,4-dihydroxymethamphetamine (HHMA), a 21% decrease in C(max) with no significant differences in AUC(27), AUC(infinity), K(e) and elimination half-life) were found. 4-Hydroxy-3-methoxymethamphetamine (HMMA) showed a decrease in plasma concentrations with a reduction in AUC(27) (-28%), AUC(infinity) (-20%) and C(max) (-46%). In the case of 3,4-methylenedioxyamphetamine (MDA) an increase in C(max) (17%) and AUC(27) (16%) was found. Following paroxetine pretreatment, the urinary recovery (0-45 hours) of MDMA increased by 11%; HHMA and HMMA urinary recoveries were 27% and 16% lower, respectively compared with placebo. The ratio of C(max) values of paroxetine and its metabolite on days 1 and 3 showed a 3-fold reduction, with no differences in t(max). DISCUSSION AND CONCLUSION: The contribution of CYP2D6 to MDMA metabolism in humans is not >30%, therefore other CYP isoenzymes may contribute to O-demethylenation of MDMA. Accordingly, the relevance of genetic polymorphism in CYP2D6 activity on MDMA effects and MDMA-induced acute toxicity should be examined as well as the interactions of other CYP2D6 substrates with MDMA, once the enzyme is inhibited. The pharmacokinetics of HM-paroxetine in humans after the administration of repeated doses is reported for the first time in this study.",2005,,Clin Pharmacokinet,44,6,649-60,,10.2165/00003088-200544060-00006,15910012,#28659,Segura 2005,"",Possible RCT
"Human pharmacology of 3,4-methylenedioxymethamphetamine (MDMA, ecstasy) after repeated doses taken 4 h apart Human pharmacology of MDMA after repeated doses taken 4 h apart.",Farré M; Tomillero A; Pérez-Mañá C; Yubero S; Papaseit E; Roset PN; Pujadas M; Torrens M; Camí J; de la Torre R,"3,4-Methylenedioxymethamphetamine (MDMA, ecstasy) is a popular psychostimulant, frequently associated with multiple administrations over a short period of time. Repeated administration of MDMA in experimental settings induces tolerance and metabolic inhibition. The aim is to determine the acute pharmacological effects and pharmacokinetics resulting from two consecutive 100mg doses of MDMA separated by 4h. Ten male volunteers participated in a randomized, double-blind, crossover, placebo-controlled trial. The four conditions were placebo plus placebo, placebo plus MDMA, MDMA plus placebo, and MDMA plus MDMA. Outcome variables included pharmacological effects and pharmacokinetic parameters. After a second dose of MDMA, most effects were similar to those after a single dose, despite a doubling of MDMA concentrations (except for systolic blood pressure and reaction time). After repeated MDMA administration, a 2-fold increase was observed in MDMA plasma concentrations. For a simple dose accumulation MDMA and MDA concentrations were higher (+23.1% Cmax and +17.1% AUC for MDMA and +14.2% Cmax and +10.3% AUC for MDA) and HMMA and HMA concentrations lower (-43.3% Cmax and -39.9% AUC for HMMA and -33.2% Cmax and -35.1% AUC for HMA) than expected, probably related to MDMA metabolic autoinhibition. Although MDMA concentrations doubled after the second dose, most pharmacological effects were similar or slightly higher in comparison to the single administration, except for systolic blood pressure and reaction time which were greater than predicted. The pharmacokinetic-effects relationship suggests that when MDMA is administered at a 4h interval there exists a phenomenon of acute tolerance to its effects.",2015,Oct,Eur Neuropsychopharmacol,25,10,1637-49,,10.1016/j.euroneuro.2015.05.007,26073279,#28664,Farré 2015,"",Possible RCT
The acute effects of MDMA and ethanol administration on electrophysiological correlates of performance monitoring in healthy volunteers.,Spronk DB; Dumont GJ; Verkes RJ; De Bruijn ER,"RATIONALE: Knowing how commonly used drugs affect performance monitoring is of great importance, because drug use is often associated with compromised behavioral control. Two of the most commonly used recreational drugs in the western world, 3,4-methylenedioxymethamphetamine (MDMA or ""ecstasy"") and ethanol (alcohol), are also often used in combination. The error-related negativity (ERN), correct-related negativity (CRN), and N2 are electrophysiological indices of performance monitoring. OBJECTIVES: The present study aimed to investigate how ethanol, MDMA, and their co-administration affect performance monitoring as indexed by the electrophysiological correlates. METHODS: Behavioral and EEG data were obtained from 14 healthy volunteers during execution of a speeded choice-reaction-time task after administration of ethanol, MDMA, and combined ethanol and MDMA, in a double-blind, placebo-controlled, randomized crossover design. RESULTS: Ethanol significantly reduced ERN amplitudes, while administration of MDMA did not affect the ERN. Co-administration of MDMA and ethanol did not further impair nor ameliorate the effect of ethanol alone. No drug effects on CRN nor N2 were observed. DISCUSSION: A decreased ERN following ethanol administration is in line with previous work and offers further support for the impairing effects of alcohol intoxication on performance monitoring. This impairment may underlie maladaptive behavior in people who are under influence. Moreover, these data demonstrate for the first time that MDMA does not affect performance monitoring nor does it interact with ethanol in this process. These findings corroborate the notion that MDMA leaves central executive functions relatively unaffected.",2014,Jul,Psychopharmacology (Berl),231,14,2877-88,,10.1007/s00213-014-3456-y,24770624,#28671,Spronk 2014,"",Possible RCT
Preliminary Report on the Effects of a Low Dose of LSD on Resting-State Amygdala Functional Connectivity.,Bershad AK; Preller KH; Lee R; Keedy S; Wren-Jarvis J; Bremmer MP; de Wit H,"BACKGROUND: The practice of ""microdosing,"" or the use of repeated, very low doses of lysergic acid diethylamide (LSD) to improve mood or cognition, has received considerable public attention, but empirical studies are lacking. Controlled studies are needed to investigate both the therapeutic potential and the neurobiological underpinnings of this pharmacologic treatment. METHODS: The present study was designed to examine the effects of a single low dose of LSD (13 μg) versus placebo on resting-state functional connectivity and cerebral blood flow in healthy young adults. Twenty men and women, 18 to 35 years old, participated in 2 functional magnetic resonance imaging scanning sessions in which they received placebo or LSD under double-blind conditions. During each session, the participants completed drug effect and mood questionnaires, and physiological measures were recorded. During expected peak drug effect, they underwent resting-state blood oxygen level-dependent and arterial spin labeling scans. Cerebral blood flow as well as amygdala and thalamic connectivity were analyzed. RESULTS: LSD increased amygdala seed-based connectivity with the right angular gyrus, right middle frontal gyrus, and the cerebellum, and decreased amygdala connectivity with the left and right postcentral gyrus and the superior temporal gyrus. This low dose of LSD had weak and variable effects on mood, but its effects on positive mood were positively correlated with the increase in amygdala-middle frontal gyrus connectivity strength. CONCLUSIONS: These preliminary findings show that a very low dose of LSD, which produces negligible subjective changes, alters brain connectivity in limbic circuits. Additional studies, especially with repeated dosing, will reveal whether these neural changes are related to the drug's purported antidepressant effect.",2020,Apr,Biol Psychiatry Cogn Neurosci Neuroimaging,5,4,461-467,ClinicalTrials.gov/NCT03790358,10.1016/j.bpsc.2019.12.007,32033922,#28697,Bershad 2020,"",Possible RCT
MDMA-assisted psychotherapy using low doses in a small sample of women with chronic posttraumatic stress disorder.,Bouso JC; Doblin R; Farré M; Alcázar MA; Gómez-Jarabo G,"The purpose of this study was to investigate the safety of different doses of MDMA-assisted psychotherapy administered in a psychotherapeutic setting to women with chronic PTSD secondary to a sexual assault, and also to obtain preliminary data regarding efficacy. Although this study was originally planned to include 29 subjects, political pressures led to the closing of the study before it could be finished, at which time only six subjects had been treated. Preliminary results from those six subjects are presented here. We found that low doses of MDMA (between 50 and 75 mg) were both psychologically and physiologically safe for all the subjects. Future studies in larger samples and using larger doses are needed in order to further clarify the safety and efficacy of MDMA in the clinical setting in subjects with PTSD.",2008,Sep,J Psychoactive Drugs,40,3,225-36,,10.1080/02791072.2008.10400637,19004414,#28717,Bouso 2008,"",Possible RCT
Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans.,Valle M; Maqueda AE; Rabella M; Rodríguez-Pujadas A; Antonijoan RM; Romero S; Alonso JF; Mañanas MÀ; Barker S; Friedlander P; Feilding A; Riba J,"Ayahuasca is an Amazonian psychotropic plant tea typically obtained from two plants, Banisteriopsis caapi and Psychotria viridis. It contains the psychedelic 5-HT2A and sigma-1 agonist N,N-dimethyltryptamine (DMT) plus β-carboline alkaloids with monoamine-oxidase (MAO)-inhibiting properties. Although the psychoactive effects of ayahuasca have commonly been attributed solely to agonism at the 5-HT2A receptor, the molecular target of classical psychedelics, this has not been tested experimentally. Here we wished to study the contribution of the 5-HT2A receptor to the neurophysiological and psychological effects of ayahuasca in humans. We measured drug-induced changes in spontaneous brain oscillations and subjective effects in a double-blind randomized placebo-controlled study involving the oral administration of ayahuasca (0.75mg DMT/kg body weight) and the 5-HT2A antagonist ketanserin (40mg). Twelve healthy, experienced psychedelic users (5 females) participated in four experimental sessions in which they received the following drug combinations: placebo+placebo, placebo+ayahuasca, ketanserin+placebo and ketanserin+ayahuasca. Ayahuasca induced EEG power decreases in the delta, theta and alpha frequency bands. Current density in alpha-band oscillations in parietal and occipital cortex was inversely correlated with the intensity of visual imagery induced by ayahuasca. Pretreatment with ketanserin inhibited neurophysiological modifications, reduced the correlation between alpha and visual effects, and attenuated the intensity of the subjective experience. These findings suggest that despite the chemical complexity of ayahuasca, 5-HT2A activation plays a key role in the neurophysiological and visual effects of ayahuasca in humans.",2016,Jul,Eur Neuropsychopharmacol,26,7,1161-75,,10.1016/j.euroneuro.2016.03.012,27039035,#28727,Valle 2016,"",Possible RCT
Age and effect of LSD-25 on pupil size and kneejerk threshold. Studies in chronic schizophrenic and nonpsychotic subjects.,Wikler A; Rosenberg DE; Hawthorne JD; Cassidy TM,,1965,Jan,Psychopharmacologia,7,1,44-56,,10.1007/BF00404164,5318923,#28756,Wikler 1965,"",""
Alterations in the nocturnal sleep cycle resulting from LSD.,Muzio JN; Roffwarg HP; Kaufman E,,1966,Oct,Electroencephalogr Clin Neurophysiol,21,4,313-24,,10.1016/0013-4694(66)90037-x,4162426,#28771,Muzio 1966,"",""
MDMA does not alter responses to the Trier Social Stress Test in humans.,Bershad AK; Miller MA; de Wit H,"RATIONALE: ±3,4-Methylenedioxymethamphetamine (MDMA, ""ecstasy"") is a stimulant-psychedelic drug with unique social effects. It may dampen reactivity to negative social stimuli such as social threat and rejection. Perhaps because of these effects, MDMA has shown promise as a treatment for post-traumatic stress disorder (PTSD). However, the effect of single doses of MDMA on responses to an acute psychosocial stressor has not been tested. OBJECTIVES: In this study, we sought to test the effects of MDMA on responses to stress in healthy adults using a public speaking task. We hypothesized that the drug would reduce responses to the stressful task. METHODS: Volunteers (N = 39) were randomly assigned to receive placebo (N = 13), 0.5 mg/kg MDMA (N = 13), or 1.0 mg/kg MDMA (N = 13) during a stress and a no-stress session. Dependent measures included subjective reports of drug effects and emotional responses to the task, as well as salivary cortisol, heart rate, and blood pressure. RESULTS: The stress task produced its expected increase in physiological responses (cortisol, heart rate) and subjective ratings of stress in all three groups, and MDMA produced its expected subjective and physiological effects. MDMA alone increased ratings of subjective stress, heart rate, and saliva cortisol concentrations, but contrary to our hypothesis, it did not moderate responses to the Trier Social Stress Test. CONCLUSIONS: Despite its efficacy in PTSD and anxiety, MDMA did not reduce either the subjective or objective responses to stress in this controlled study. The conditions under which MDMA relieves responses to negative events or memories remain to be determined.",2017,Jul,Psychopharmacology (Berl),234,14,2159-2166,,10.1007/s00213-017-4621-x,28432376,#28776,Bershad 2017,"",Possible RCT
"Human pharmacology of 3,4-methylenedioxymethamphetamine (MDMA, ecstasy) after repeated doses taken 2 h apart.",Peiró AM; Farré M; Roset PN; Carbó M; Pujadas M; Torrens M; Camí J; de la Torre R,"BACKGROUND: 3,4-methylenedioxymethamphetamine (MDMA, ecstasy) is one of the most abused recreational drugs. Its usual pattern of misuse includes repeated doses taken over a short time period that could influence MDMA pharmacology and toxicity. OBJECTIVE: This study aims to evaluate the pharmacokinetics and pharmacologically induced effects of two MDMA consecutive doses separated by 2 h. METHODS: A randomized, double-blind, crossover, and placebo-controlled trial included ten male volunteers participating in two experimental sessions. MDMA was administered as a single 100-mg dose or as a repeated dose (50 mg followed by 100 mg, administered at 2 h apart). Outcome variables included pharmacokinetics, physiological, subjective, and psychomotor effects. RESULTS: Following the repeated doses, plasma concentrations of MDMA were higher than those expected by simple dose accumulation (+16.2 % AUC; +12.8 % C (max)), but those of HMMA and HMA were significantly lower (-29.8 % AUC; -38.2 % C (max)). After the second dose, physiological effects, psychomotor performance, and subjective effects were lower than expected especially for euphoria and stimulation. MDMA-induced increases in diastolic and systolic arterial pressure and body temperature were in the range of those expected following MDMA concentrations. CONCLUSIONS: MDMA pharmacokinetics and metabolic disposition following two doses separated by 2 h show that the contribution of the first dose to the MDMA-induced mechanism-based metabolic inhibition was already apparent. The concentrations of MDMA after the second dose were slightly higher than expected. The effects on blood pressure and temperature after the second administration were slightly higher than those following the first, but for heart rate and subjective variables these were lower than expected considering the MDMA concentrations achieved, suggesting a possible tolerance phenomenon.",2013,Feb,Psychopharmacology (Berl),225,4,883-93,,10.1007/s00213-012-2894-7,23142957,#28799,Peiró 2013,"",Possible RCT
"MDMA-assisted therapy for severe PTSD: a randomized, double-blind, placebo-controlled phase 3 study.",Mitchell JM; Bogenschutz M; Lilienstein A; Harrison C; Kleiman S; Parker-Guilbert K; Ot'alora G M; Garas W; Paleos C; Gorman I; Nicholas C; Mithoefer M; Carlin S; Poulter B; Mithoefer A; Quevedo S; Wells G; Klaire SS; van der Kolk B; Tzarfaty K; Amiaz R; Worthy R; Shannon S; Woolley JD; Marta C; Gelfand Y; Hapke E; Amar S; Wallach Y; Brown R; Hamilton S; Wang JB; Coker A; Matthews R; de Boer A; Yazar-Klosinski B; Emerson A; Doblin R,"Post-traumatic stress disorder (PTSD) presents a major public health problem for which currently available treatments are modestly effective. We report the findings of a randomized, double-blind, placebo-controlled, multi-site phase 3 clinical trial (NCT03537014) to test the efficacy and safety of 3,4-methylenedioxymethamphetamine (MDMA)-assisted therapy for the treatment of patients with severe PTSD, including those with common comorbidities such as dissociation, depression, a history of alcohol and substance use disorders, and childhood trauma. After psychiatric medication washout, participants (n = 90) were randomized 1:1 to receive manualized therapy with MDMA or with placebo, combined with three preparatory and nine integrative therapy sessions. PTSD symptoms, measured with the Clinician-Administered PTSD Scale for DSM-5 (CAPS-5, the primary endpoint), and functional impairment, measured with the Sheehan Disability Scale (SDS, the secondary endpoint) were assessed at baseline and at 2 months after the last experimental session. Adverse events and suicidality were tracked throughout the study. MDMA was found to induce significant and robust attenuation in CAPS-5 score compared with placebo (P < 0.0001, d = 0.91) and to significantly decrease the SDS total score (P = 0.0116, d = 0.43). The mean change in CAPS-5 scores in participants completing treatment was -24.4 (s.d. 11.6) in the MDMA group and -13.9 (s.d. 11.5) in the placebo group. MDMA did not induce adverse events of abuse potential, suicidality or QT prolongation. These data indicate that, compared with manualized therapy with inactive placebo, MDMA-assisted therapy is highly efficacious in individuals with severe PTSD, and treatment is safe and well-tolerated, even in those with comorbidities. We conclude that MDMA-assisted therapy represents a potential breakthrough treatment that merits expedited clinical evaluation.",2021,Jun,Nat Med,27,6,1025-1033,ClinicalTrials.gov/NCT03537014,10.1038/s41591-021-01336-3,33972795,#28848,Mitchell 2021,"",Possible RCT
Subjective time under altered states of consciousness in ayahuasca users in shamanistic rituals involving music.,Campagnoli APS; Pereira LAS; Bueno JLO,"Ayahuasca is described as a hallucinogenic substance whose property is to alter the subjective experience of time and impair the perception of the passage of time during stimuli of more than two to three seconds. The dose-dependent effects of two concentrations of ayahuasca in the ritualistic context were investigated employing temporal reproduction tasks in participants experienced in shamanistic ayahuasca rituals. The study was conducted on nine healthy volunteers who ingested two doses of ayahuasca at two times during a ritual session. The doses of each session, consumed in amounts ranging from 20 to 60 mL, were either of low concentration or of experimental ayahuasca according to a double-blind procedure. Participants performed the task of immediately listening and reproducing, with a laptop, 20-s musical stimuli during the session. The results showed that significant temporal distortion was triggered by the musical stimulus presented without the ingestion of ayahuasca, with means of 16.33 to 16.52 s. There were minor temporal distortions after ingestion of ayahuasca: a mean of 17.91 s for control ayahuasca and of 18.38 s for experimental ayahuasca. These results with less temporal distortion among participants with ayahuasca intake disagree with other studies of hallucinogens involving temporal reproduction.",2020,,Braz J Med Biol Res,53,8,e9278,,10.1590/1414-431X20209278,32578718,#28859,CampagnoliAPS 2020,"",Possible RCT
"α₁-Adrenergic receptors contribute to the acute effects of 3,4-methylenedioxymethamphetamine in humans.",Hysek CM; Fink AE; Simmler LD; Donzelli M; Grouzmann E; Liechti ME,"Preclinical studies implicate a role for α₁-noradrenergic receptors in the effects of psychostimulants, including 3,4-methylenedioxymethamphetamine (MDMA, ""ecstasy""). The present study evaluated the effects of the α₁-noradrenergic receptor antagonist doxazosin on the acute pharmacodynamic and pharmacokinetic response to MDMA in 16 healthy subjects. Doxazosin (8 mg/d) or placebo was administered for 3 days before MDMA (125 mg) or placebo using a randomized, double-blind, placebo-controlled, 4-session, crossover design. Doxazosin reduced MDMA-induced elevations in blood pressure, body temperature, and moderately attenuated positive mood but enhanced tachycardia associated with MDMA. The results indicate that α₁-adrenergic receptors contribute to the acute cardiostimulant and to a minor extent possibly also to the thermogenic and euphoric effects of MDMA in humans.",2013,Oct,J Clin Psychopharmacol,33,5,658-66,ClinicalTrials.gov/NCT01386177,10.1097/JCP.0b013e3182979d32,23857311,#28874,Hysek 2013,"",Possible RCT
"Dose-dependent pharmacokinetics and acute effects of intravenous bolus N,N-dimethyltryptamine: double-blind, randomized versus open-label dose-escalation administration study in healthy participants.",Erne L; Mueller L; Straumann I; Ademaj B; Eckert A; Vukalovic I; Valenta J; Luethi D; Liechti ME; Vogt SB,"N,N-dimethyltryptamine (DMT) is a serotonergic psychedelic that produces short-lived peak effects when administered intravenously as a bolus dose. Initial trials suggested therapeutic effects of DMT in depressive disorders. However, systematic data on dose-dependent pharmacokinetics and acute effects of intravenous bolus DMT administration are currently lacking. We used a double-blind, randomized, placebo-controlled, crossover design in 20 healthy participants who received placebo and DMT (5, 10, 15, and 20 mg) within a single test session. In a separate study arm, we used an open-label, DMT dose-escalation administration design where 16 participants received stepwise increases of 5 mg DMT until reaching a maximally tolerated dose (max. 25 mg). Outcome measures included subjective effects, autonomic effects, adverse effects, and pharmacokinetics that were assessed up to 55 min after each bolus administration. Bolus DMT doses induced very strong subjective effects with a very rapid onset and peak within the first 2 min after administration. Subjective effects declined quickly and subsided completely within 12-30 min, consistent with the short elimination half-life of approximately 6-7 min. A ceiling effect for peak subjective effects was reached at the 15 mg dose. No tolerance was observed to acute effects of DMT. The tolerability markedly improved with open-label dose-escalation compared with double-blinded, randomized administration, and at equivalent dose levels, subjective effects were rated as less intense. These findings highlight the impact of blinding and expectancy on the subjective experience and suggest that individual dose-escalation may improve tolerability and help with dose selection for future DMT studies.",2026,Mar,Transl Psychiatry,16,1,,,10.1038/s41398-026-03987-7,41896202,#28877,Erne 2026,"",Possible RCT
Role of the 5-HT(2A) Receptor in Acute Effects of LSD on Empathy and Circulating Oxytocin.,Holze F; Avedisian I; Varghese N; Eckert A; Liechti ME,"The psychedelic lysergic acid diethylamide (LSD) has experienced a revival in research, including clinical trials that evaluate LSD-assisted psychotherapy. LSD induces perceptual alterations and influences emotion processing in ways that may support psychotherapy. Here, we investigated the effects of LSD on emotional empathy and mediating role of the serotonin 5-hydroxytryptamine-2A (5-HT(2A)) receptor by administering 25, 50, 100, and 200 µg LSD alone and 200 µg LSD combined with pretreatment with the 5-HT(2A) receptor antagonist ketanserin (40 mg) using a placebo-controlled, double-blind, random-order, crossover design in 16 healthy subjects. The Multifaceted Empathy Test (MET) was used to assess the effects of LSD on emotional empathy. Plasma oxytocin levels were also measured. LSD dose-dependently increased implicit and explicit emotional empathy, with the highest 200 µg LSD dose having a significant effect compared with placebo. The 200 µg dose of LSD also moderately increased plasma oxytocin levels compared with placebo. Ketanserin reduced the LSD-induced elevations of oxytocin but not the LSD-induced increases in emotional empathy. These findings confirm that LSD enhances empathy, and this effect may be partially independent of its primary action on 5-HT(2A) receptors to induce subjective psychedelic effects. In contrast, LSD-induced oxytocin release may depend on 5-HT(2A) receptor stimulation, which is consistent with the psychedelic effect of LSD. Further studies are needed to investigate whether LSD may also enhance empathy and potentially produce therapeutic effects in patients who have deficits in empathy and impairments in social functioning.",2021,,Front Pharmacol,12,,711255,,10.3389/fphar.2021.711255,34326773,#28884,Holze 2021,"",Possible RCT
