Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Acute and post-acute behavioral and psychological effects of salvinorin A in humans.,Addy PH,"RATIONALE: Salvia divinorum has been used for centuries, and nontraditional use in modern societies is increasing. Inebriation and aftereffects of use are poorly documented in the scientific literature. OBJECTIVES: This double-blind, placebo-controlled, randomized study analyzed subjective experiences of salvinorin A (SA) inebriation and consequences of use after 8 weeks. METHODS: Thirty middle-aged, well-educated, hallucinogen-experienced participants smoked either 1,017 or 100 μg SA 2 weeks apart in counterbalanced order. Vital signs were recorded before and after inhalation. A researcher rated participants' behavior during sessions. Participants completed the Hallucinogen Rating Scale (HRS) assessing inebriation immediately after each session. Differences were analyzed between groups as functions of dose and time. After 8 weeks, participants were interviewed to determine reported consequences and aftereffects. RESULTS: Participants talked, laughed, and moved more often on an active dose. All six HRS clusters were significantly elevated on an active dose indicating hallucinogenic experiences. No significant adverse events were observed or reported by participants. CONCLUSIONS: The present results indicate similarities as well as differences between the subjective effects of S. divinorum and other hallucinogens. As a selective kappa opioid receptor agonist, SA may be useful for expanding understanding of the psychopharmacology and psychology of hallucinogenic states beyond serotonergic mechanisms.",2012,Mar,Psychopharmacology (Berl),220,1,195-204,,10.1007/s00213-011-2470-6,21901316,#29156,Addy 2012,"",Possible RCT
Disposition of MDMA and metabolites in human sweat following controlled MDMA administration.,Barnes AJ; De Martinis BS; Gorelick DA; Goodwin RS; Kolbrich EA; Huestis MA,"BACKGROUND: Understanding the excretion of 3,4-methylenedioxymethamphetamine (MDMA) and metabolites in sweat is vital for interpretation of sweat tests in drug treatment, criminal justice, and workplace programs. METHODS: Placebo, low (1.0 mg/kg), and high (1.6 mg/kg) doses of oral MDMA were given double-blind in random order to healthy volunteers (n = 15) with histories of MDMA use. Participants resided on the closed clinical research unit for up to 7 days after each dose. Volunteers wore PharmChek sweat patches (n = 640) before, during, and after controlled dosing. Patches were analyzed by solid phase extraction and GC-MS for MDMA, methylenedioxyamphetamine (MDA), 4-hydroxy-3-methoxyamphetamine (HMA), and 4-hydroxy-3-methoxymethamphetamine (HMMA). Limits of quantification (LOQ) were 2.5 ng/patch for MDMA and 5 ng/patch for HMA, HMMA, and MDA. RESULTS: MDMA was the primary analyte detected in 382 patches (59.7%), with concentrations up to 3007 ng/patch. MDA was detected in 188 patches (29.4%) at <172 ng/patch, whereas no HMMA or HMA was detected; 224 patches (35.0%) and 60 patches (9.4%) were positive for MDMA and MDA, respectively, at the 25-ng/patch threshold proposed by the Substance Abuse and Mental Health Services Administration. CONCLUSIONS: Sweat testing was shown to be an effective and reliable method for monitoring MDMA use in this controlled MDMA administration study. However, variability in sweat excretion suggests that results should be interpreted qualitatively rather than quantitatively. These data provide a scientific database for interpretation of MDMA sweat test results.",2009,Mar,Clin Chem,55,3,454-62,,10.1373/clinchem.2008.117093,19168553,#29298,Barnes 2009,"",Possible RCT
"A randomized controlled trial of 3,4-methylenedioxymethamphetamine (MDMA) and fear extinction retention in healthy adults.",Maples-Keller JL; Norrholm SD; Burton M; Reiff C; Coghlan C; Jovanovic T; Yasinski C; Jarboe K; Rakofsky J; Rauch S; Dunlop BW; Rothbaum BO,"BACKGROUND: Fear conditioning and extinction are well-characterized cross-species models of fear-related posttraumatic stress disorder (PTSD) symptoms, and recent animal data suggest that 3,4-methylenedioxymethamphetamine (MDMA) enhances fear extinction retention. AIMS: This study investigated the effect of MDMA on fear learning, extinction training, and retention in healthy humans. METHODS: The study involved a randomized placebo-controlled, two-group, parallel design trial in a sample of healthy adults, age 21-55 recruited from a major metropolitan area. The experimental paradigm included a fear acquisition session followed by an extinction training session 24 hours later, and 2 hours after study drug administration. Fear extinction retention was measured 48 hours after extinction training. Participants (N = 34; 70.6% male and 29.4% female) were randomly assigned in 1:1 ratio to 100 mg MDMA or placebo. All randomized participants completed the trial and were included in primary analyses. Safety was monitored via adverse events and vital signs. MDMA was well-tolerated with no serious adverse events. RESULTS: Results indicated a significant main effect of session between extinction training and retention with no significant group differences. Significantly more participants in the MDMA group retained extinction learning compared to the placebo group (χ(2) = 7.29, p = 0.007). CONCLUSION: Although we did not observe the hypothesized facilitation of extinction retention, the findings from this initial human trial provide compelling rationale to continue to explore the potential for MDMA to impact extinction retention.Clinical Trials Registry Name and Identifier: Evaluation of MDMA on Startle Response (NCT0318176) https://clinicaltrials.gov/ct2/show/NCT03181763?term = MDMA&draw = 2&rank = 9.",2022,Mar,J Psychopharmacol,36,3,368-377,ClinicalTrials.gov/NCT03181763,10.1177/02698811211069124,35166140,#29299,Maples-Keller 2022,"",Possible RCT
"Human Metabolome Changes after a Single Dose of 3,4-Methylenedioxymethamphetamine (MDMA) with Special Focus on Steroid Metabolism and Inflammation Processes.",Boxler MI; Streun GL; Liechti ME; Schmid Y; Kraemer T; Steuer AE,"The intake of 3,4-methylenedioxymethamphetamine (MDMA) is known to increase several endogenous substances involved in steroid and inflammation pathways. Untargeted metabolomics screening approaches can determine biochemical changes after drug exposure and can reveal new pathways, which might be involved in the pharmacology and toxicology of a drug of abuse. We analyzed plasma samples from a placebo-controlled crossover study of a single intake of MDMA. Plasma samples from a time point before and three time points after the intake of a single dose of 125 mg MDMA were screened for changes of endogenous metabolites. An untargeted metabolomics approach on a high-resolution quadrupole time-of-flight mass spectrometer coupled to liquid chromatography with two different chromatographic systems (reversed-phase and hydrophobic interaction liquid chromatography) was applied. Over 10 000 features of the human metabolome were detected. Hence, 28 metabolites were identified, which showed significant changes after administration of MDMA compared with placebo. The analysis revealed an upregulation of cortisol and pregnenolone sulfate 4 h after MDMA intake, suggesting increased stress and serotonergic activity. Furthermore, calcitriol levels were decreased after the intake of MDMA. Calcitriol is involved in the upregulation of trophic factors, which have protective effects on brain dopamine neurons. The inflammation mediators hydroxyeicosatetraenoic acid, dihydroxyeicosatetraenoic acid, and octadecadienoic acid were found to be upregulated after the intake of MDMA compared with placebo, which suggested a stimulation of inflammation pathways.",2018,Aug,J Proteome Res,17,8,2900-2907,,10.1021/acs.jproteome.8b00438,29947220,#29401,Boxler 2018,"",Possible RCT
Predicting the outcome of psilocybin treatment for depression from baseline fMRI functional connectivity.,Copa D; Erritzoe D; Giribaldi B; Nutt D; Carhart-Harris R; Tagliazucchi E,"BACKGROUND: Psilocybin is a serotonergic psychedelic drug under assessment as a potential therapy for treatment-resistant and major depression. Heterogeneous treatment responses raise interest in predicting the outcome from baseline data. METHODS: A machine learning pipeline was implemented to investigate baseline resting-state functional connectivity measured with functional magnetic resonance imaging (fMRI) as a predictor of symptom severity in psilocybin monotherapy for treatment-resistant depression (16 patients administered two 5 mg capsules followed by 25 mg, separated by one week). Generalizability was tested in a sample of 22 patients who participated in a psilocybin vs. escitalopram trial for moderate-to-severe major depression (two separate doses of 25 mg of psilocybin 3 weeks apart plus 6 weeks of daily placebo vs. two separate doses of 1 mg of psilocybin 3 weeks apart plus 6 weeks of daily oral escitalopram). The analysis was repeated using both samples combined. RESULTS: Functional connectivity of visual, default mode and executive networks predicted early symptom improvement, while the salience network predicted responders up to 24 weeks after treatment (accuracy≈0.9). Generalization performance was borderline significant. Consistent results were obtained from the combined sample analysis. Fronto-occipital and fronto-temporal coupling predicted early and late symptom reduction, respectively. LIMITATIONS: The number of participants and differences between the two datasets limit the generalizability of the findings, while the lack of a placebo arm limits their specificity. CONCLUSIONS: Baseline neurophysiological measurements can predict the outcome of psilocybin treatment for depression. Future research based on larger datasets should strive to assess the generalizability of these predictions.",2024,May,J Affect Disord,353,,60-69,,10.1016/j.jad.2024.02.089,38423367,#29604,Copa 2024,"",Possible RCT
Pharmacological modulation of the neural basis underlying inhibition of return (IOR) in the human 5-HT2A agonist and NMDA antagonist model of psychosis.,Daumann J; Heekeren K; Neukirch A; Thiel CM; Möller-Hartmann W; Gouzoulis-Mayfrank E,"RATIONALE: Attentional deficits are common symptoms in schizophrenia. Recent evidence suggests that schizophrenic patients show abnormalities in spatial orienting of attention, particularly a deficit of inhibition of return (IOR). IOR is mostly thought to reflect an automatic, inhibitory mechanism protecting the organism from redirecting attention to previously scanned, insignificant locations. Pharmacologic challenges with hallucinogens have been used as models for psychosis. OBJECTIVES: The aim of this study was to investigate the neural correlates underlying orienting of attention in the human N-methyl-D-aspartic acid antagonist and 5-HT2A agonist models of psychosis. MATERIALS AND METHODS: Fourteen healthy volunteers participated in a randomized, double-blind, cross-over event-related functional magnetic resonance imaging (fMRI) study with dimethyltryptamine (DMT) and S-ketamine. We administered a covert orienting of attention task with nonpredictive peripheral cues, and we scanned the subjects on two separate days at least 14 days apart with a placebo and a verum condition on each day. RESULTS: DMT, but not S-ketamine, slowed down reaction times significantly. IOR was blunted after DMT, but not after S-ketamine. Relative to placebo, S-ketamine increased activation in the IOR condition in the right superior frontal gyrus, left superior temporal gyrus, and right midfrontal frontal gyrus. CONCLUSIONS: The discrepancy between the behavioral and functional imaging outcome indicates that pharmacological fMRI might be a sensitive tool to detect drug-modulated blood oxygenation level-dependent signal changes in the absence of behavioral abnormalities. Our findings might help to further clarify the contradictory findings of IOR in schizophrenic patients and might, thus, shed more light on possible differential pathomechanisms of schizophrenic symptoms.",2008,Nov,Psychopharmacology (Berl),200,4,573-83,,10.1007/s00213-008-1237-1,18649072,#29630,Daumann 2008,"",Possible RCT
Neuronal correlates of visual and auditory alertness in the DMT and ketamine model of psychosis.,Daumann J; Wagner D; Heekeren K; Neukirch A; Thiel CM; Gouzoulis-Mayfrank E,"Deficits in attentional functions belong to the core cognitive symptoms in schizophrenic patients. Alertness is a nonselective attention component that refers to a state of general readiness that improves stimulus processing and response initiation. The main goal of the present study was to investigate cerebral correlates of alertness in the human 5HT(2A) agonist and N-methyl-D-aspartic acid (NMDA) antagonist model of psychosis. Fourteen healthy volunteers participated in a randomized double-blind, cross-over event-related functional magnetic resonance imaging (fMRI) study with dimethyltryptamine (DMT) and S-ketamine. A target detection task with cued and uncued trials in both the visual and the auditory modality was used. Administration of DMT led to decreased blood oxygenation level-dependent response during performance of an alertness task, particularly in extrastriate regions during visual alerting and in temporal regions during auditory alerting. In general, the effects for the visual modality were more pronounced. In contrast, administration of S-ketamine led to increased cortical activation in the left insula and precentral gyrus in the auditory modality. The results of the present study might deliver more insight into potential differences and overlapping pathomechanisms in schizophrenia. These conclusions must remain preliminary and should be explored by further fMRI studies with schizophrenic patients performing modality-specific alertness tasks.",2010,Oct,J Psychopharmacol,24,10,1515-24,,10.1177/0269881109103227,19304859,#29651,Daumann 2010,"",Possible RCT
Independent elevation of peripheral oxytocin concentrations and reduction in cognitive empathy during 4-fluoroamphetamine intoxication.,Dolder PC; de Sousa Fernandes Perna EB; Mason NL; Hutten NRPW; Toennes SW; Theunissen EL; Ramaekers JG; Kuypers KPC,"OBJECTIVES: 4-Fluoroamphetamine (4-FA) is a novel psychoactive substance with a pharmacological profile and reported subjective effects (e.g., empathy) intermediate between 3,4-methylenedioxymethamphetamine (MDMA) and amphetamine. Studies have shown that MDMA and amphetamine increase emotional empathy without affecting cognitive empathy; MDMA simultaneously leads to elevated levels of oxytocin, unrelated to its behavioral effects. The aim of the present study was to assess the reported enhancement of empathy by 4-FA, to assess its effects on oxytocin, and to test potential associations between both. METHODS: Twelve healthy poly-drug users were included in a double-blind placebo-controlled two-way crossover study. Treatments were 4-FA (100 mg) and placebo; empathy was assessed by means of the multifaceted empathy test, and blood samples were taken before and after treatment administration to determine oxytocin concentrations. RESULTS: 4-FA reduced cognitive empathy, whereas emotional empathy was left unaffected. One hour after treatment, plasma oxytocin levels were significantly increased compared with placebo. Behavioral and hormonal effects were unrelated. CONCLUSION: Although 4-FA shares its pharmacological mechanism with MDMA and amphetamine, current findings seem to indicate that it affects empathy differently. The 4-FA-induced increase in oxytocin levels was independent of behavioral effects, which confirms previous findings that drug-induced effects on peripheral oxytocin levels are not associated with empathy.",2018,Nov,Hum Psychopharmacol,33,6,e2680,,10.1002/hup.2680,30357914,#29659,Dolder 2018,"",Possible RCT
A controlled study of lysergide in the treatment of alcoholism. 1. The effects on drinking behavior.,Smart RG; Storm T; Baker EF; Solursh L,,1966,Sep,Q J Stud Alcohol,27,3,469-82,,,5970697,#29697,Smart 1966,"",""
"Enhancing mindfulness and compassion through an ayahuasca-inspired formulation containing N,N-DMT and harmine: A randomized controlled trial in healthy subjects.",Aicher HD; Wicki IA; Meling D; Mueller MJ; Dornbierer DA; Scheidegger M,"BACKGROUND: Mindfulness and compassion are therapeutically relevant and can be increased through different forms of meditation practices. However, meditation practice needs time and commitment. These resources are often limited in patients with mood disorders. Therefore, efficacious remedies that increase mindfulness and compassion could provide therapeutic options. This study aimed to investigate the relationship between psychedelic experiences induced by an ayahuasca-inspired N,N-dimethyltryptamine (DMT)/harmine formulation on mindfulness and compassion in healthy subjects. METHODS: This study applies a randomized, double-blind, placebo-controlled within-subjects design in a laboratory setting with 31 healthy participants. Each subject received a formulation comprising DMT + harmine, harmine + placebo, and placebo only on three different study days. Primary outcomes were mindfulness (MINDSENS) and compassion (SOCS). RESULTS: A significant effect of the drug on mindfulness (p < 0.05, F = 3.41), self-compassion (SOCS-S; p < 0.01, F = 7.53), and compassion with others (SOCS-O; p < 0.05, F = 3.37) 1 day post-treatment was found. Significant differences between the high- and low-sensitivity groups were found for mindfulness (p < 0.05, F = 6.54), self-compassion (p < 0.05, F = 4.21), and compassion with others (p < 0.05, F = 4.42). CONCLUSIONS: In line with previous studies on traditional botanical ayahuasca, our findings support the notion that the DMT/harmine formulation might have therapeutic potential through its ability to acutely enhance mindfulness and compassion. Continuing studies in therapeutic settings are needed to further elucidate the mechanisms of action of ayahuasca-inspired formulations.",2025,Jun,J Psychopharmacol,,,2698811251344689,,10.1177/02698811251344689,40536012,#30036,Aicher 2025,"",Possible RCT
GH001 vs Placebo in Patients With Treatment-Resistant Depression: A Randomized Clinical Trial.,Cubala WJ; Bajbouj M; Bauer M; Baune BT; Cardoner N; Devlin F; Doolin K; Dueñas Herrero RM; Elices M; Feeney A; Galuszko-Wegielnik M; Jakuszkowiak-Wojten K; Janu L; Kelly JR; Ledden K; Maclsaac R; Madero S; McInerney SJ; Montejo AL; Nawka A; Pálenícek T; Pérez Solà V; Ramaekers JG; Reif A; Ritter P; Ryan F; Svendsen CB; Sweeney C; Terwey TH; Trivedi MH; Valcheva V; Vieta E; Thase ME,"IMPORTANCE: Few pharmacotherapies are approved for treatment-resistant depression, and many patients do not achieve remission following treatment with those therapies. OBJECTIVE: To examine the efficacy and safety of single-day treatment with a synthetic formulation of inhaled mebufotenin (GH001) vs placebo in patients with treatment-resistant depression. DESIGN, SETTING, AND PARTICIPANTS: This was a 7-day, randomized, double-blind, placebo-controlled phase 2b trial with a 6-month open-label extension phase conducted at 16 sites in Europe from May 2023 to March 2025. Adult patients aged 18 to 64 years with treatment-resistant depression, defined as nonresponse to 2 to 5 oral antidepressant treatments, with current episode duration of up to 2 years were included. Of 128 assessed for eligibility, 81 were randomized and completed the placebo-controlled period of the trial. INTERVENTIONS: Patients were randomly assigned 1:1 to receive an individualized dosing regimen of up to 3 escalating doses of GH001 (6, 12, and 18 mg) or a placebo individualized dosing regimen on a single day (day 1). MAIN OUTCOMES AND MEASURES: The primary efficacy end point was the change from baseline to day 8 in Montgomery-Åsberg Depression Rating Scale total score (range, 0-60; higher scores indicate greater severity of depression), comparing GH001 with placebo. Secondary end points included remission (Montgomery-Åsberg Depression Rating Scale score ≤10) at day 8. RESULTS: Among the 81 patients randomized to GH001 (n = 40) or placebo (n = 41), the mean (SD) age was 41.6 (11.4) years and 43.9 (10.9) years and 24 (60.0%) and 22 (53.7%) were female, respectively. Change in Montgomery-Åsberg Depression Rating Scale score from baseline to day 8 was significantly greater for GH001 vs placebo (least squares mean difference [SE], -15.5 [1.7]; P < .001; effect size, -2.0). Day 8 remission rates were 23/40 (57.5%) with GH001 and 0/41 (0%) with placebo. No severe or serious adverse events were reported in the placebo-controlled period. CONCLUSIONS AND RELEVANCE: In this study, an individualized dosing regimen of inhaled GH001 resulted in significant improvements in depression symptoms relative to placebo and was well tolerated, supporting its potential as a novel, rapid-acting treatment for treatment-resistant depression. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT05800860.",2026,Mar,JAMA Psychiatry,,,,ClinicalTrials.gov/NCT05800860,10.1001/jamapsychiatry.2026.0096,41879760,#30054,Cubala 2026,"",Possible RCT
"Potential therapeutic effects of an ayahuasca-inspired N,N-DMT and harmine formulation: a controlled trial in healthy subjects.",Aicher HD; Mueller MJ; Dornbierer DA; Suay D; Elsner C; Wicki I; Meling D; Caflisch L; Hempe A; Steinhart C; Mueller J; Von Rotz R; Kleim B; Scheidegger M,"BACKGROUND: There is growing scientific evidence for the therapeutic benefits of the Amazonian plant-based psychedelic ""ayahuasca"" for neuropsychiatric disorders such as depression and anxiety. However, there are certain challenges when incorporating botanical ayahuasca into biomedical research and clinical therapy environments. Formulations inspired by ayahuasca, which contain specific and standardized active components, are a potential remedy. METHODS: We investigated subjective acute and persisting effects of a novel formulation containing the reversible monoamine oxidase inhibitor harmine (orodispersible tablet containing 100 mg MAO-I) and N,N-dimethyltryptamine (incremental intranasal dosing of up to 100 mg DMT), compared with two other conditions, namely harmine alone and placebo, in a crossover RCT in 31 healthy male subjects. RESULTS: DMT + harmine, but not harmine alone, induced a psychedelic experience assessed with the 5D-ASC rating scale [global score: F(2,60) = 80.21, p < 0.001] and acute experience sampling items over time, characterized by psychological insights [PIQ, F(2,58.5) = 28.514, p < 0.001], emotional breakthroughs [EBI, F(2,60) = 26.509, p < 0.001], and low scores on the challenging experience questionnaire [CEQ, F(2,60) = 12.84, p < 0.001]. Participants attributed personal and spiritual significance to the experience (GSR) with mainly positive persisting effects (PEQ) at 1- and 4-months follow-up. Acute drug effects correlated positively with persisting effects. We found no changes in trait measures of personality, psychological flexibility, or general well-being, and no increases in psychopathology (SCL-90-R) were reported. DISCUSSION AND CONCLUSION: Our results suggest that the experience induced by the standardized DMT + harmine formulation induces a phenomenologically rich psychedelic experience, demonstrates good psychological safety and tolerability, is well tolerated, and induces beneficial psychological processes that could possibly support psychotherapy. Further studies are required to investigate the psychotherapeutic potential in patients.",2023,,Front Psychiatry,14,,1302559,,10.3389/fpsyt.2023.1302559,38264636,#30059,Aicher 2023,"",Possible RCT
5-HT(1A) receptor blockade potentiates the subjective effects of DMT.,Zahid Z; Strassman RJ; Qualls CR; Nayak SM,"INTRODUCTION: Serotonergic psychedelics are being investigated in the treatment of various disorders and in the improvement of well-being. Evidence suggests that their subjective effects may play a role in long-term behavioral outcomes. The subjective effects are mediated by 5-HT(2A) receptor agonism, but the 5-HT(1A) receptor may also play a role in the subjective effects. This study elucidates the effects of 5-HT(1A) receptor blockade using pindolol pre-treatment on the subjective effects induced by N,N-dimethyltryptamine (DMT). METHODS: In a double-blind, randomized, placebo-controlled within-subjects design, 12 (10 males, 2 females) experienced hallucinogen-using participants received a sub-hallucinogenic dose of intravenous DMT fumarate, 0.1 mg/kg, after pre-treatment with 30 mg oral racemic pindolol. Subjective effects were measured using the Hallucinogen Rating Scale. RESULTS: Pindolol pre-treatment increased DMT-induced subjective effects with a moderate effect size (M = 0.514). Blood pressure and mean arterial pressure also increased with pindolol pre-treatment at 2 minutes following DMT administration, but heart rate was not affected. CONCLUSIONS: 5-HT(1A) receptor blockade results in a global intensification of DMT-induced subjective effects, suggesting a functional role of 5-HT(1A) receptor action in the mechanism of psychedelic-induced subjective effects.",2026,May,J Psychopharmacol,,,2698811261443696,,10.1177/02698811261443696,42068196,#30072,Zahid 2026,"",Possible RCT
The effect of MDMA on anterior pituitary hormones: a secondary analysis of a randomized placebo-controlled trial.,Atila C; Camerin SJ; Liechti ME; Christ-Crain M,"BACKGROUND: 3,4-Methylenedioxymethamphetamine (MDMA), a psychoactive substance, has been proposed as a novel provocation test for oxytocin deficiency. Limited evidence suggests that MDMA may also stimulate the anterior pituitary. Therefore, this analysis aimed to investigate the acute effect of MDMA on the anterior pituitary in healthy adults. METHODS: This secondary analysis utilized data from a double-blind, placebo-controlled, crossover, randomized trial. Healthy participants received a single oral dose of MDMA (100 mg) or placebo in random order. Plasma hormone levels of the anterior pituitary (adrenocorticotropic hormone (ACTH), thyroid-stimulating hormone (TSH), luteinizing hormone (LH), prolactin, growth hormone (GH)) and their peripheral endocrine glands (cortisol, free thyroxine (fT4), testosterone, and estradiol) were measured at baseline and 120 min after drug-intake. Plasma hormone changes following MDMA vs placebo were compared using the paired Wilcoxon test. RESULTS: Fifteen healthy participants (median (IQR) age: 35 years (26, 48); 53% female) with a mean (SD) BMI of 23.2 kg/m2 (2.1) were included. MDMA stimulated the hypothalamic-pituitary-adrenal (HPA) axis, with plasma ACTH increasing from 12 ng/L (11, 15) at baseline to 38 ng/L (25, 59) at 120 min, resulting in a significant change of ACTH (P < 0.001). This was accompanied by a cortisol increase from 347 nmol/L (252, 409) to 566 nmol/L (457, 701), resulting in a significant change of cortisol (P = 0.006). Prolactin showed a mild change of 4 μg/L (-1, 12) (P = 0.062). No effects of MDMA were observed on the remaining anterior pituitary axes. CONCLUSION: MDMA strongly activates the HPA axis, in addition to stimulating oxytocin, suggesting that MDMA may serve as a novel stimulation test for assessing the two pituitary axes simultaneously. Further validation in larger patient populations is necessary.",2025,Jun,Endocr Connect,14,6,,,10.1530/EC-25-0254,40459963,#30081,Atila 2025,"",Possible RCT; Secondary analysis
Modulation of Serum Brain-Derived Neurotrophic Factor by a Single Dose of Ayahuasca: Observation From a Randomized Controlled Trial.,de Almeida RN; Galvão ACM; da Silva FS; Silva EADS; Palhano-Fontes F; Maia-de-Oliveira JP; de Araújo LB; Lobão-Soares B; Galvão-Coelho NL,"Serotonergic psychedelics are emerging as potential antidepressant therapeutic tools, as suggested in a recent randomized controlled trial with ayahuasca for treatment-resistant depression. Preclinical and clinical studies have suggested that serum brain-derived neurotrophic factor (BDNF) levels increase after treatment with serotoninergic antidepressants, but the exact role of BDNF as a biomarker for diagnostic and treatment of major depression is still poorly understood. Here we investigated serum BDNF levels in healthy controls (N = 45) and patients with treatment-resistant depression (N = 28) before (baseline) and 48 h after (D2) a single dose of ayahuasca or placebo. In our sample, baseline serum BDNF levels did not predict major depression and the clinical characteristics of the patients did not predict their BDNF levels. However, at baseline, serum cortisol was a predictor of serum BDNF levels, where lower levels of serum BDNF were detected in a subgroup of subjects with hypocortisolemia. Moreover, at baseline we found a negative correlation between BDNF and serum cortisol in volunteers with eucortisolemia. After treatment (D2) we observed higher BDNF levels in both patients and controls that ingested ayahuasca (N = 35) when compared to placebo (N = 34). Furthermore, at D2 just patients treated with ayahuasca (N = 14), and not with placebo (N = 14), presented a significant negative correlation between serum BDNF levels and depressive symptoms. This is the first double-blind randomized placebo-controlled clinical trial that explored the modulation of BDNF in response to a psychedelic in patients with depression. The results suggest a potential link between the observed antidepressant effects of ayahuasca and changes in serum BDNF, which contributes to the emerging view of using psychedelics as an antidepressant. This trial is registered at http://clinicaltrials.gov (NCT02914769).",2019,,Front Psychol,10,,1234,ClinicalTrials.gov/NCT02914769,10.3389/fpsyg.2019.01234,31231276,#30097,deAlmeida 2019,"",Possible RCT
"Acute dose-dependent effects of 4-bromo-2,5-dimethoxyphenethylamine (2C-B) compared with 3,4-methylenedioxymethamphetamine (MDMA) and psilocybin in a double-blind, placebo-controlled study in healthy participants.",Arikci D; Borgulya J; Straumann I; Vizeli P; Luethi D; Thomann J; Rudin D; Vukalovic I; Eckert A; Liechti ME; Holze F,"Based on its in vitro profile and preliminary evidence, 4-bromo-2,5-dimethoxyphenethylamine (2C-B) may have psychoactive properties that are similar to 3,4-methylenedioxymethamphetamine (MDMA) and psilocybin, which are investigated for the treatment of posttraumatic stress disorder and depressive disorders. We compared acute effects of 2C-B (10, 20, and 30 mg), 125 mg MDMA, and 25 mg psilocybin in 24 healthy participants (12 women, 12 men) using a double-blind, randomized, placebo-controlled, crossover design. Outcome measures included acute subjective effects, autonomic effects, adverse effects, effects on emotional and cognitive empathy, plasma oxytocin and neurophysin I concentrations, and pharmacokinetics up to 9 h. 2C-B produced dose-dependent subjective effects, with the 30 mg dose exerting comparable ""any drug effects"" to MDMA but lower ""any drug effects"" than psilocybin. Only psilocybin induced ""bad drug effects"" and ""anxiety"" compared with placebo. The 30 mg dose of 2C-B induced psychedelic-type alterations of state of consciousness and increased emotional empathy similarly to MDMA. The average subjective effect duration of 30 mg 2C-B was 4.9 h and similar to MDMA (4.8 h) and shorter than psilocybin (6.1 h). MDMA produced the highest cardiovascular stimulation, followed by psilocybin and 2C-B. Only MDMA increased plasma oxytocin and neurophysin I concentrations. 2C-B exhibited dose-proportional pharmacokinetics, with a plasma elimination half-life of ~1.3 h. The 30 mg dose of 2C-B induced entactogenic and psychedelic effects similarly to MDMA and psilocybin, respectively. MDMA is more cardiostimulant than psilocybin and 2C-B. At the tested dose-level, psilocybin is more distressing than MDMA and 2C-B. These results may assist with dose-finding for future 2C-B research and provide a direct comparison with standard doses of the prototypical compounds MDMA and psilocybin. Trial registration: ClinicalTrials.gov identifier: NCT05523401.",2026,Apr,Neuropsychopharmacology,,,,ClinicalTrials.gov/NCT05523401,10.1038/s41386-026-02428-9,42049943,#30103,Arikci 2026,"",Possible RCT
MDMA Impairs Response to Water Intake in Healthy Volunteers.,Baggott MJ; Garrison KJ; Coyle JR; Galloway GP; Barnes AJ; Huestis MA; Mendelson JE,"Hyponatremia is a serious complication of 3,4-methylenedioxymethamphetamine (MDMA) use. We investigated potential mechanisms in two double-blind, placebo-controlled studies. In Study 1, healthy drug-experienced volunteers received MDMA or placebo alone and in combination with the alpha-1 adrenergic inverse agonist prazosin, used as a positive control to release antidiuretic hormone (ADH). In Study 2, volunteers received MDMA or placebo followed by standardized water intake. MDMA lowered serum sodium but did not increase ADH or copeptin, although the control prazosin did increase ADH. Water loading reduced serum sodium more after MDMA than after placebo. There was a trend for women to have lower baseline serum sodium than men, but there were no significant interactions with drug condition. Combining studies, MDMA potentiated the ability of water to lower serum sodium. Thus, hyponatremia appears to be a significant risk when hypotonic fluids are consumed during MDMA use. Clinical trials and events where MDMA use is common should anticipate and mitigate this risk.",2016,,Adv Pharmacol Sci,2016,,2175896,,10.1155/2016/2175896,27403159,#30126,Baggott 2016,"",Possible RCT
